nodenumber,    x-coordinate,    y-coordinate,    z-coordinate,velocity-magnitude
1 ,-455.000 ,-250.000 ,1.600 ,1.485 
2 ,-445.000 ,-250.000 ,1.600 ,1.487 
3 ,-365.000 ,-250.000 ,1.600 ,1.504 
4 ,-355.000 ,-250.000 ,1.600 ,1.508 
5 ,-345.000 ,-250.000 ,1.600 ,1.506 
6 ,-315.000 ,-250.000 ,1.600 ,1.496 
7 ,-295.000 ,-250.000 ,1.600 ,1.503 
8 ,-245.000 ,-250.000 ,1.600 ,1.516 
9 ,-235.000 ,-250.000 ,1.600 ,1.517 
10 ,-215.000 ,-250.000 ,1.600 ,1.534 
11 ,-175.000 ,-250.000 ,1.600 ,1.556 
12 ,-155.000 ,-250.000 ,1.600 ,1.559 
13 ,-85.000 ,-250.000 ,1.600 ,1.595 
14 ,-65.000 ,-250.000 ,1.600 ,1.603 
15 ,-15.000 ,-250.000 ,1.600 ,1.595 
16 ,25.000 ,-250.000 ,1.600 ,1.601 
17 ,75.000 ,-250.000 ,1.600 ,1.582 
18 ,125.000 ,-250.000 ,1.600 ,1.534 
19 ,145.000 ,-250.000 ,1.600 ,1.516 
20 ,195.000 ,-250.000 ,1.600 ,1.481 
21 ,205.000 ,-250.000 ,1.600 ,1.481 
22 ,225.000 ,-250.000 ,1.600 ,1.489 
23 ,-485.000 ,-250.000 ,1.600 ,1.480 
24 ,-475.000 ,-250.000 ,1.600 ,1.480 
25 ,-465.000 ,-250.000 ,1.600 ,1.481 
26 ,-435.000 ,-250.000 ,1.600 ,1.491 
27 ,-425.000 ,-250.000 ,1.600 ,1.501 
28 ,-415.000 ,-250.000 ,1.600 ,1.510 
29 ,-405.000 ,-250.000 ,1.600 ,1.515 
30 ,-395.000 ,-250.000 ,1.600 ,1.518 
31 ,-385.000 ,-250.000 ,1.600 ,1.513 
32 ,-375.000 ,-250.000 ,1.600 ,1.503 
33 ,-335.000 ,-250.000 ,1.600 ,1.503 
34 ,-325.000 ,-250.000 ,1.600 ,1.500 
35 ,-305.000 ,-250.000 ,1.600 ,1.499 
36 ,-285.000 ,-250.000 ,1.600 ,1.504 
37 ,-275.000 ,-250.000 ,1.600 ,1.510 
38 ,-265.000 ,-250.000 ,1.600 ,1.513 
39 ,-255.000 ,-250.000 ,1.600 ,1.515 
40 ,-225.000 ,-250.000 ,1.600 ,1.524 
41 ,-205.000 ,-250.000 ,1.600 ,1.541 
42 ,-195.000 ,-250.000 ,1.600 ,1.550 
43 ,-185.000 ,-250.000 ,1.600 ,1.552 
44 ,-165.000 ,-250.000 ,1.600 ,1.560 
45 ,-145.000 ,-250.000 ,1.600 ,1.564 
46 ,-135.000 ,-250.000 ,1.600 ,1.570 
47 ,-125.000 ,-250.000 ,1.600 ,1.580 
48 ,-115.000 ,-250.000 ,1.600 ,1.592 
49 ,-105.000 ,-250.000 ,1.600 ,1.594 
50 ,-95.000 ,-250.000 ,1.600 ,1.595 
51 ,-75.000 ,-250.000 ,1.600 ,1.594 
52 ,-55.000 ,-250.000 ,1.600 ,1.606 
53 ,-45.000 ,-250.000 ,1.600 ,1.600 
54 ,-35.000 ,-250.000 ,1.600 ,1.601 
55 ,-25.000 ,-250.000 ,1.600 ,1.601 
56 ,-5.000 ,-250.000 ,1.600 ,1.596 
57 ,5.000 ,-250.000 ,1.600 ,1.605 
58 ,15.000 ,-250.000 ,1.600 ,1.606 
59 ,35.000 ,-250.000 ,1.600 ,1.600 
60 ,45.000 ,-250.000 ,1.600 ,1.597 
61 ,55.000 ,-250.000 ,1.600 ,1.593 
62 ,65.000 ,-250.000 ,1.600 ,1.589 
63 ,85.000 ,-250.000 ,1.600 ,1.576 
64 ,95.000 ,-250.000 ,1.600 ,1.567 
65 ,105.000 ,-250.000 ,1.600 ,1.557 
66 ,115.000 ,-250.000 ,1.600 ,1.545 
67 ,125.000 ,-250.000 ,1.600 ,1.534 
68 ,135.000 ,-250.000 ,1.600 ,1.526 
69 ,155.000 ,-250.000 ,1.600 ,1.510 
70 ,165.000 ,-250.000 ,1.600 ,1.503 
71 ,175.000 ,-250.000 ,1.600 ,1.494 
72 ,185.000 ,-250.000 ,1.600 ,1.486 
73 ,215.000 ,-250.000 ,1.600 ,1.482 
74 ,235.000 ,-250.000 ,1.600 ,1.503 
75 ,245.000 ,-250.000 ,1.600 ,1.544 
76 ,-389.259 ,-243.953 ,1.600 ,1.493 
77 ,-268.681 ,-243.872 ,1.600 ,1.488 
78 ,-459.805 ,-243.446 ,1.600 ,1.466 
79 ,189.667 ,-243.342 ,1.600 ,1.467 
80 ,-259.569 ,-243.196 ,1.600 ,1.486 
81 ,-278.094 ,-243.037 ,1.600 ,1.486 
82 ,229.175 ,-242.958 ,1.600 ,1.477 
83 ,180.833 ,-242.708 ,1.600 ,1.473 
84 ,-100.356 ,-242.335 ,1.600 ,1.566 
85 ,-380.582 ,-242.291 ,1.600 ,1.487 
86 ,-287.508 ,-242.203 ,1.600 ,1.485 
87 ,221.408 ,-242.196 ,1.600 ,1.469 
88 ,-242.469 ,-242.133 ,1.600 ,1.494 
89 ,-109.875 ,-242.120 ,1.600 ,1.565 
90 ,-250.351 ,-242.036 ,1.600 ,1.490 
91 ,-467.309 ,-241.959 ,1.600 ,1.465 
92 ,-169.928 ,-241.433 ,1.600 ,1.536 
93 ,-432.235 ,-241.343 ,1.600 ,1.473 
94 ,-218.264 ,-241.268 ,1.600 ,1.514 
95 ,210.949 ,-241.247 ,1.600 ,1.467 
96 ,-417.991 ,-241.188 ,1.600 ,1.480 
97 ,-352.089 ,-241.119 ,1.600 ,1.483 
98 ,-119.164 ,-241.102 ,1.600 ,1.558 
99 ,25.070 ,-241.087 ,1.600 ,1.579 
100 ,-90.683 ,-241.046 ,1.600 ,1.570 
101 ,130.362 ,-240.997 ,1.600 ,1.506 
102 ,-408.635 ,-240.971 ,1.600 ,1.481 
103 ,-227.782 ,-240.648 ,1.600 ,1.507 
104 ,-321.762 ,-240.529 ,1.600 ,1.481 
105 ,-398.611 ,-240.410 ,1.600 ,1.480 
106 ,-361.097 ,-240.273 ,1.600 ,1.480 
107 ,-161.562 ,-240.234 ,1.600 ,1.536 
108 ,-311.396 ,-240.194 ,1.600 ,1.482 
109 ,-440.285 ,-240.020 ,1.600 ,1.471 
110 ,-485.000 ,-240.000 ,1.600 ,1.477 
111 ,245.000 ,-240.000 ,1.600 ,1.544 
112 ,198.452 ,-239.881 ,1.600 ,1.465 
113 ,-343.765 ,-239.880 ,1.600 ,1.485 
114 ,-178.307 ,-239.746 ,1.600 ,1.526 
115 ,88.824 ,-239.691 ,1.600 ,1.541 
116 ,-60.572 ,-239.642 ,1.600 ,1.576 
117 ,-8.983 ,-239.634 ,1.600 ,1.575 
118 ,-50.436 ,-239.627 ,1.600 ,1.575 
119 ,2.904 ,-239.612 ,1.600 ,1.579 
120 ,-19.962 ,-239.583 ,1.600 ,1.578 
121 ,11.935 ,-239.583 ,1.600 ,1.580 
122 ,78.831 ,-239.583 ,1.600 ,1.549 
123 ,-80.512 ,-239.583 ,1.600 ,1.567 
124 ,-70.512 ,-239.583 ,1.600 ,1.571 
125 ,-40.237 ,-239.583 ,1.600 ,1.577 
126 ,-30.099 ,-239.583 ,1.600 ,1.582 
127 ,38.716 ,-239.583 ,1.600 ,1.571 
128 ,48.773 ,-239.583 ,1.600 ,1.567 
129 ,58.831 ,-239.583 ,1.600 ,1.561 
130 ,68.831 ,-239.583 ,1.600 ,1.555 
131 ,108.831 ,-239.583 ,1.600 ,1.522 
132 ,139.127 ,-239.583 ,1.600 ,1.499 
133 ,160.833 ,-239.583 ,1.600 ,1.483 
134 ,170.833 ,-239.583 ,1.600 ,1.477 
135 ,-187.908 ,-239.577 ,1.600 ,1.524 
136 ,98.451 ,-239.205 ,1.600 ,1.531 
137 ,-197.257 ,-239.123 ,1.600 ,1.518 
138 ,-450.970 ,-239.048 ,1.600 ,1.467 
139 ,-298.657 ,-239.024 ,1.600 ,1.486 
140 ,121.534 ,-238.839 ,1.600 ,1.507 
141 ,150.782 ,-238.668 ,1.600 ,1.488 
142 ,-207.847 ,-238.664 ,1.600 ,1.514 
143 ,-141.875 ,-238.281 ,1.600 ,1.541 
144 ,-333.251 ,-237.961 ,1.600 ,1.484 
145 ,-425.732 ,-237.909 ,1.600 ,1.470 
146 ,-370.185 ,-237.906 ,1.600 ,1.475 
147 ,236.053 ,-237.857 ,1.600 ,1.487 
148 ,-131.665 ,-237.739 ,1.600 ,1.545 
149 ,-151.942 ,-237.523 ,1.600 ,1.537 
150 ,-384.628 ,-237.453 ,1.600 ,1.471 
151 ,-475.945 ,-237.389 ,1.600 ,1.462 
152 ,-235.955 ,-237.014 ,1.600 ,1.495 
153 ,-272.195 ,-236.813 ,1.600 ,1.498 
154 ,-263.158 ,-236.709 ,1.600 ,1.492 
155 ,-255.223 ,-236.557 ,1.600 ,1.486 
156 ,-390.849 ,-236.344 ,1.600 ,1.467 
157 ,-281.188 ,-236.075 ,1.600 ,1.494 
158 ,-460.998 ,-235.490 ,1.600 ,1.461 
159 ,-105.383 ,-235.427 ,1.600 ,1.549 
160 ,186.667 ,-235.417 ,1.600 ,1.468 
161 ,228.412 ,-234.735 ,1.600 ,1.473 
162 ,-379.422 ,-234.434 ,1.600 ,1.467 
163 ,-290.015 ,-234.405 ,1.600 ,1.487 
164 ,-468.582 ,-233.717 ,1.600 ,1.459 
165 ,-350.207 ,-233.460 ,1.600 ,1.478 
166 ,-96.661 ,-233.204 ,1.600 ,1.549 
167 ,131.868 ,-233.142 ,1.600 ,1.493 
168 ,-215.022 ,-233.058 ,1.600 ,1.503 
169 ,-412.813 ,-233.053 ,1.600 ,1.465 
170 ,-318.481 ,-233.010 ,1.600 ,1.478 
171 ,-357.662 ,-233.005 ,1.600 ,1.475 
172 ,-419.828 ,-232.839 ,1.600 ,1.465 
173 ,-433.954 ,-232.756 ,1.600 ,1.466 
174 ,217.984 ,-232.726 ,1.600 ,1.471 
175 ,-222.270 ,-232.525 ,1.600 ,1.498 
176 ,145.179 ,-232.483 ,1.600 ,1.485 
177 ,-229.843 ,-232.393 ,1.600 ,1.493 
178 ,-326.598 ,-232.367 ,1.600 ,1.478 
179 ,-122.640 ,-232.322 ,1.600 ,1.536 
180 ,176.667 ,-232.292 ,1.600 ,1.471 
181 ,-113.327 ,-232.205 ,1.600 ,1.542 
182 ,-246.042 ,-231.616 ,1.600 ,1.488 
183 ,-86.376 ,-231.265 ,1.600 ,1.546 
184 ,-169.753 ,-231.036 ,1.600 ,1.519 
185 ,-403.887 ,-230.996 ,1.600 ,1.463 
186 ,-275.455 ,-230.781 ,1.600 ,1.497 
187 ,-190.868 ,-230.496 ,1.600 ,1.507 
188 ,-365.532 ,-230.451 ,1.600 ,1.469 
189 ,205.846 ,-230.366 ,1.600 ,1.472 
190 ,82.356 ,-230.052 ,1.600 ,1.537 
191 ,-485.000 ,-230.000 ,1.600 ,1.475 
192 ,245.000 ,-230.000 ,1.600 ,1.544 
193 ,-76.012 ,-229.941 ,1.600 ,1.547 
194 ,167.412 ,-229.919 ,1.600 ,1.472 
195 ,-385.567 ,-229.775 ,1.600 ,1.459 
196 ,-444.362 ,-229.713 ,1.600 ,1.465 
197 ,-65.945 ,-229.672 ,1.600 ,1.552 
198 ,-266.904 ,-229.641 ,1.600 ,1.491 
199 ,-394.676 ,-229.569 ,1.600 ,1.461 
200 ,72.422 ,-229.534 ,1.600 ,1.542 
201 ,-160.781 ,-229.492 ,1.600 ,1.522 
202 ,-181.615 ,-229.492 ,1.600 ,1.509 
203 ,-3.652 ,-229.468 ,1.600 ,1.569 
204 ,-55.899 ,-229.374 ,1.600 ,1.559 
205 ,30.970 ,-229.275 ,1.600 ,1.560 
206 ,150.468 ,-229.197 ,1.600 ,1.476 
207 ,93.267 ,-229.192 ,1.600 ,1.529 
208 ,-25.336 ,-229.167 ,1.600 ,1.566 
209 ,-14.923 ,-229.167 ,1.600 ,1.569 
210 ,18.869 ,-229.167 ,1.600 ,1.563 
211 ,113.663 ,-229.167 ,1.600 ,1.508 
212 ,-45.887 ,-229.167 ,1.600 ,1.560 
213 ,-35.612 ,-229.167 ,1.600 ,1.566 
214 ,6.973 ,-229.167 ,1.600 ,1.569 
215 ,42.375 ,-229.167 ,1.600 ,1.555 
216 ,52.489 ,-229.167 ,1.600 ,1.547 
217 ,62.575 ,-229.167 ,1.600 ,1.544 
218 ,158.916 ,-229.167 ,1.600 ,1.471 
219 ,103.528 ,-229.131 ,1.600 ,1.519 
220 ,139.292 ,-229.062 ,1.600 ,1.486 
221 ,-198.924 ,-228.707 ,1.600 ,1.504 
222 ,-308.366 ,-228.686 ,1.600 ,1.477 
223 ,193.958 ,-228.646 ,1.600 ,1.470 
224 ,-257.882 ,-228.552 ,1.600 ,1.486 
225 ,-426.138 ,-228.027 ,1.600 ,1.465 
226 ,-343.951 ,-228.011 ,1.600 ,1.475 
227 ,-454.940 ,-228.007 ,1.600 ,1.465 
228 ,-209.356 ,-227.685 ,1.600 ,1.497 
229 ,-146.094 ,-227.539 ,1.600 ,1.530 
230 ,-235.601 ,-227.393 ,1.600 ,1.487 
231 ,183.745 ,-227.279 ,1.600 ,1.470 
232 ,-296.406 ,-227.267 ,1.600 ,1.476 
233 ,235.602 ,-227.199 ,1.600 ,1.486 
234 ,-153.284 ,-227.113 ,1.600 ,1.527 
235 ,124.798 ,-226.811 ,1.600 ,1.499 
236 ,-464.383 ,-226.762 ,1.600 ,1.463 
237 ,-137.747 ,-226.698 ,1.600 ,1.535 
238 ,-474.524 ,-226.256 ,1.600 ,1.463 
239 ,-284.148 ,-226.231 ,1.600 ,1.478 
240 ,-333.325 ,-226.085 ,1.600 ,1.468 
241 ,145.527 ,-225.932 ,1.600 ,1.480 
242 ,-128.330 ,-225.477 ,1.600 ,1.538 
243 ,-353.867 ,-225.077 ,1.600 ,1.473 
244 ,-324.773 ,-224.950 ,1.600 ,1.467 
245 ,133.038 ,-224.748 ,1.600 ,1.488 
246 ,-317.249 ,-224.694 ,1.600 ,1.468 
247 ,-376.725 ,-224.553 ,1.600 ,1.463 
248 ,225.921 ,-224.532 ,1.600 ,1.475 
249 ,-360.790 ,-224.355 ,1.600 ,1.468 
250 ,-217.535 ,-224.263 ,1.600 ,1.486 
251 ,-416.467 ,-224.020 ,1.600 ,1.463 
252 ,-93.143 ,-223.562 ,1.600 ,1.553 
253 ,-226.437 ,-223.252 ,1.600 ,1.484 
254 ,-118.551 ,-223.197 ,1.600 ,1.545 
255 ,-272.381 ,-222.945 ,1.600 ,1.469 
256 ,-106.227 ,-222.588 ,1.600 ,1.555 
257 ,-407.050 ,-222.200 ,1.600 ,1.464 
258 ,-261.738 ,-222.012 ,1.600 ,1.470 
259 ,201.250 ,-221.875 ,1.600 ,1.463 
260 ,-387.616 ,-221.644 ,1.600 ,1.462 
261 ,-82.016 ,-221.641 ,1.600 ,1.556 
262 ,-61.429 ,-221.623 ,1.600 ,1.559 
263 ,-204.700 ,-221.474 ,1.600 ,1.493 
264 ,-20.939 ,-221.469 ,1.600 ,1.569 
265 ,-397.650 ,-221.456 ,1.600 ,1.467 
266 ,47.178 ,-221.394 ,1.600 ,1.550 
267 ,213.638 ,-221.308 ,1.600 ,1.468 
268 ,175.887 ,-221.247 ,1.600 ,1.467 
269 ,-436.624 ,-221.228 ,1.600 ,1.466 
270 ,-251.953 ,-221.224 ,1.600 ,1.477 
271 ,188.333 ,-220.833 ,1.600 ,1.463 
272 ,-241.661 ,-220.795 ,1.600 ,1.480 
273 ,-367.219 ,-220.714 ,1.600 ,1.466 
274 ,55.755 ,-220.052 ,1.600 ,1.547 
275 ,1.423 ,-220.025 ,1.600 ,1.568 
276 ,-485.000 ,-220.000 ,1.600 ,1.480 
277 ,245.000 ,-220.000 ,1.600 ,1.544 
278 ,-166.145 ,-219.992 ,1.600 ,1.518 
279 ,12.753 ,-219.907 ,1.600 ,1.561 
280 ,163.525 ,-219.803 ,1.600 ,1.470 
281 ,-42.036 ,-219.787 ,1.600 ,1.566 
282 ,151.935 ,-219.737 ,1.600 ,1.478 
283 ,108.288 ,-219.690 ,1.600 ,1.523 
284 ,87.342 ,-219.600 ,1.600 ,1.541 
285 ,-176.562 ,-219.401 ,1.600 ,1.510 
286 ,24.559 ,-219.401 ,1.600 ,1.557 
287 ,-233.672 ,-219.290 ,1.600 ,1.483 
288 ,-157.422 ,-219.238 ,1.600 ,1.529 
289 ,-448.857 ,-219.195 ,1.600 ,1.466 
290 ,97.551 ,-219.184 ,1.600 ,1.535 
291 ,-70.621 ,-218.828 ,1.600 ,1.566 
292 ,-30.711 ,-218.750 ,1.600 ,1.574 
293 ,66.492 ,-218.750 ,1.600 ,1.547 
294 ,-190.000 ,-218.750 ,1.600 ,1.506 
295 ,-9.885 ,-218.750 ,1.600 ,1.573 
296 ,76.492 ,-218.750 ,1.600 ,1.545 
297 ,118.495 ,-218.750 ,1.600 ,1.516 
298 ,-467.936 ,-218.523 ,1.600 ,1.471 
299 ,139.811 ,-218.520 ,1.600 ,1.487 
300 ,-321.037 ,-218.362 ,1.600 ,1.466 
301 ,-52.659 ,-218.331 ,1.600 ,1.571 
302 ,-198.472 ,-218.153 ,1.600 ,1.498 
303 ,-303.847 ,-218.112 ,1.600 ,1.471 
304 ,36.523 ,-217.844 ,1.600 ,1.555 
305 ,-150.156 ,-217.773 ,1.600 ,1.538 
306 ,-313.833 ,-217.676 ,1.600 ,1.472 
307 ,-339.896 ,-217.527 ,1.600 ,1.469 
308 ,-359.472 ,-217.367 ,1.600 ,1.468 
309 ,-426.175 ,-217.192 ,1.600 ,1.467 
310 ,-350.071 ,-217.150 ,1.600 ,1.470 
311 ,234.653 ,-217.049 ,1.600 ,1.479 
312 ,-459.771 ,-217.015 ,1.600 ,1.471 
313 ,-142.421 ,-216.945 ,1.600 ,1.546 
314 ,-329.407 ,-216.730 ,1.600 ,1.466 
315 ,-291.789 ,-216.567 ,1.600 ,1.472 
316 ,129.424 ,-216.206 ,1.600 ,1.502 
317 ,-212.562 ,-216.137 ,1.600 ,1.494 
318 ,-220.831 ,-215.727 ,1.600 ,1.490 
319 ,-87.507 ,-215.150 ,1.600 ,1.576 
320 ,-134.376 ,-215.029 ,1.600 ,1.549 
321 ,-278.785 ,-214.912 ,1.600 ,1.476 
322 ,206.337 ,-214.767 ,1.600 ,1.454 
323 ,-475.452 ,-214.338 ,1.600 ,1.469 
324 ,-267.256 ,-214.096 ,1.600 ,1.476 
325 ,-383.564 ,-214.046 ,1.600 ,1.473 
326 ,196.045 ,-213.736 ,1.600 ,1.454 
327 ,-125.100 ,-213.487 ,1.600 ,1.555 
328 ,-204.487 ,-213.456 ,1.600 ,1.499 
329 ,-419.604 ,-213.418 ,1.600 ,1.472 
330 ,-257.083 ,-213.232 ,1.600 ,1.481 
331 ,-247.083 ,-213.232 ,1.600 ,1.485 
332 ,-95.344 ,-213.222 ,1.600 ,1.578 
333 ,-411.635 ,-213.213 ,1.600 ,1.471 
334 ,224.117 ,-212.899 ,1.600 ,1.468 
335 ,-19.390 ,-212.891 ,1.600 ,1.583 
336 ,-228.229 ,-212.820 ,1.600 ,1.495 
337 ,-2.739 ,-212.654 ,1.600 ,1.580 
338 ,-392.778 ,-212.633 ,1.600 ,1.479 
339 ,-62.498 ,-212.457 ,1.600 ,1.584 
340 ,-402.339 ,-212.444 ,1.600 ,1.480 
341 ,-237.144 ,-212.327 ,1.600 ,1.489 
342 ,16.934 ,-212.240 ,1.600 ,1.565 
343 ,-114.576 ,-212.131 ,1.600 ,1.563 
344 ,5.795 ,-212.084 ,1.600 ,1.576 
345 ,-444.066 ,-211.717 ,1.600 ,1.470 
346 ,-78.640 ,-211.465 ,1.600 ,1.580 
347 ,-38.023 ,-211.005 ,1.600 ,1.587 
348 ,-376.284 ,-210.955 ,1.600 ,1.479 
349 ,48.849 ,-210.937 ,1.600 ,1.560 
350 ,-154.096 ,-210.333 ,1.600 ,1.540 
351 ,103.925 ,-210.205 ,1.600 ,1.530 
352 ,103.925 ,-210.205 ,1.600 ,1.530 
353 ,113.436 ,-210.014 ,1.600 ,1.521 
354 ,113.436 ,-210.014 ,1.600 ,1.521 
355 ,245.000 ,-210.000 ,1.600 ,1.544 
356 ,-485.000 ,-210.000 ,1.600 ,1.485 
357 ,183.664 ,-209.937 ,1.600 ,1.461 
358 ,170.346 ,-209.896 ,1.600 ,1.469 
359 ,-454.186 ,-209.742 ,1.600 ,1.473 
360 ,70.304 ,-209.635 ,1.600 ,1.553 
361 ,28.369 ,-209.633 ,1.600 ,1.566 
362 ,-70.527 ,-209.583 ,1.600 ,1.587 
363 ,-46.837 ,-209.527 ,1.600 ,1.587 
364 ,59.410 ,-209.346 ,1.600 ,1.556 
365 ,-172.344 ,-209.310 ,1.600 ,1.512 
366 ,-161.635 ,-209.289 ,1.600 ,1.527 
367 ,-184.323 ,-209.235 ,1.600 ,1.508 
368 ,158.110 ,-209.028 ,1.600 ,1.480 
369 ,213.903 ,-208.861 ,1.600 ,1.461 
370 ,-366.719 ,-208.728 ,1.600 ,1.484 
371 ,80.323 ,-208.333 ,1.600 ,1.548 
372 ,147.332 ,-208.333 ,1.600 ,1.493 
373 ,-103.621 ,-208.234 ,1.600 ,1.571 
374 ,-321.649 ,-208.162 ,1.600 ,1.484 
375 ,-10.120 ,-208.107 ,1.600 ,1.590 
376 ,-424.445 ,-208.067 ,1.600 ,1.482 
377 ,-310.849 ,-208.041 ,1.600 ,1.487 
378 ,-28.505 ,-207.809 ,1.600 ,1.589 
379 ,122.445 ,-207.796 ,1.600 ,1.516 
380 ,92.031 ,-207.770 ,1.600 ,1.544 
381 ,-139.278 ,-207.598 ,1.600 ,1.545 
382 ,-356.333 ,-207.534 ,1.600 ,1.483 
383 ,-196.701 ,-207.531 ,1.600 ,1.505 
384 ,-465.792 ,-207.330 ,1.600 ,1.476 
385 ,-299.194 ,-207.267 ,1.600 ,1.487 
386 ,-345.726 ,-207.201 ,1.600 ,1.484 
387 ,137.304 ,-207.076 ,1.600 ,1.500 
388 ,-434.219 ,-207.061 ,1.600 ,1.478 
389 ,-146.875 ,-207.031 ,1.600 ,1.540 
390 ,-334.653 ,-206.950 ,1.600 ,1.486 
391 ,39.927 ,-206.441 ,1.600 ,1.567 
392 ,-86.756 ,-206.187 ,1.600 ,1.578 
393 ,203.653 ,-205.988 ,1.600 ,1.457 
394 ,-407.086 ,-205.928 ,1.600 ,1.488 
395 ,193.814 ,-205.848 ,1.600 ,1.463 
396 ,-220.312 ,-205.819 ,1.600 ,1.507 
397 ,-209.034 ,-205.604 ,1.600 ,1.508 
398 ,-54.923 ,-205.344 ,1.600 ,1.589 
399 ,129.732 ,-204.902 ,1.600 ,1.509 
400 ,-272.833 ,-204.849 ,1.600 ,1.492 
401 ,-262.375 ,-204.790 ,1.600 ,1.490 
402 ,20.764 ,-204.627 ,1.600 ,1.575 
403 ,-232.083 ,-204.440 ,1.600 ,1.509 
404 ,-41.491 ,-204.400 ,1.600 ,1.593 
405 ,-0.911 ,-204.303 ,1.600 ,1.590 
406 ,-252.604 ,-204.040 ,1.600 ,1.497 
407 ,-242.604 ,-204.040 ,1.600 ,1.502 
408 ,233.060 ,-203.918 ,1.600 ,1.480 
409 ,-386.367 ,-203.881 ,1.600 ,1.488 
410 ,-476.494 ,-203.762 ,1.600 ,1.476 
411 ,-94.811 ,-203.613 ,1.600 ,1.574 
412 ,-398.579 ,-203.509 ,1.600 ,1.491 
413 ,-285.714 ,-203.326 ,1.600 ,1.490 
414 ,109.866 ,-203.125 ,1.600 ,1.528 
415 ,-415.972 ,-203.103 ,1.600 ,1.490 
416 ,50.664 ,-202.962 ,1.600 ,1.570 
417 ,-64.112 ,-202.856 ,1.600 ,1.584 
418 ,-120.105 ,-202.834 ,1.600 ,1.560 
419 ,-131.000 ,-202.788 ,1.600 ,1.547 
420 ,-18.984 ,-202.672 ,1.600 ,1.594 
421 ,221.375 ,-202.606 ,1.600 ,1.469 
422 ,-35.178 ,-202.474 ,1.600 ,1.596 
423 ,10.908 ,-202.049 ,1.600 ,1.578 
424 ,65.980 ,-201.922 ,1.600 ,1.564 
425 ,-457.244 ,-201.833 ,1.600 ,1.486 
426 ,-446.808 ,-201.319 ,1.600 ,1.486 
427 ,-76.286 ,-201.296 ,1.600 ,1.578 
428 ,-374.968 ,-200.943 ,1.600 ,1.489 
429 ,101.633 ,-200.521 ,1.600 ,1.546 
430 ,117.595 ,-200.521 ,1.600 ,1.527 
431 ,28.658 ,-200.521 ,1.600 ,1.571 
432 ,101.633 ,-200.521 ,1.600 ,1.546 
433 ,-110.175 ,-200.305 ,1.600 ,1.568 
434 ,176.169 ,-200.055 ,1.600 ,1.472 
435 ,-485.000 ,-200.000 ,1.600 ,1.493 
436 ,245.000 ,-200.000 ,1.600 ,1.544 
437 ,74.141 ,-199.489 ,1.600 ,1.562 
438 ,-154.421 ,-199.464 ,1.600 ,1.539 
439 ,164.722 ,-199.306 ,1.600 ,1.481 
440 ,-425.558 ,-199.299 ,1.600 ,1.493 
441 ,-364.119 ,-199.259 ,1.600 ,1.488 
442 ,187.678 ,-199.224 ,1.600 ,1.470 
443 ,-317.490 ,-198.677 ,1.600 ,1.490 
444 ,-306.307 ,-198.667 ,1.600 ,1.490 
445 ,44.707 ,-198.643 ,1.600 ,1.569 
446 ,-167.236 ,-198.503 ,1.600 ,1.529 
447 ,-40.574 ,-198.264 ,1.600 ,1.595 
448 ,58.920 ,-198.107 ,1.600 ,1.570 
449 ,-352.520 ,-197.969 ,1.600 ,1.487 
450 ,-180.000 ,-197.917 ,1.600 ,1.521 
451 ,134.245 ,-197.917 ,1.600 ,1.511 
452 ,84.153 ,-197.917 ,1.600 ,1.561 
453 ,143.165 ,-197.917 ,1.600 ,1.503 
454 ,154.167 ,-197.917 ,1.600 ,1.496 
455 ,-406.319 ,-197.783 ,1.600 ,1.490 
456 ,-470.137 ,-197.729 ,1.600 ,1.487 
457 ,-258.507 ,-197.567 ,1.600 ,1.490 
458 ,-191.556 ,-197.450 ,1.600 ,1.513 
459 ,-341.244 ,-197.247 ,1.600 ,1.490 
460 ,-48.065 ,-197.184 ,1.600 ,1.589 
461 ,199.329 ,-197.017 ,1.600 ,1.468 
462 ,-9.242 ,-196.866 ,1.600 ,1.592 
463 ,-141.248 ,-196.833 ,1.600 ,1.544 
464 ,125.133 ,-196.801 ,1.600 ,1.526 
465 ,-27.795 ,-196.721 ,1.600 ,1.593 
466 ,20.035 ,-196.665 ,1.600 ,1.574 
467 ,211.844 ,-196.631 ,1.600 ,1.466 
468 ,-99.982 ,-196.615 ,1.600 ,1.578 
469 ,-462.601 ,-196.498 ,1.600 ,1.488 
470 ,93.650 ,-196.389 ,1.600 ,1.559 
471 ,-329.410 ,-196.374 ,1.600 ,1.491 
472 ,37.222 ,-196.113 ,1.600 ,1.568 
473 ,-216.562 ,-196.048 ,1.600 ,1.499 
474 ,-266.852 ,-195.785 ,1.600 ,1.489 
475 ,-295.492 ,-195.718 ,1.600 ,1.489 
476 ,-36.343 ,-195.621 ,1.600 ,1.595 
477 ,109.862 ,-195.312 ,1.600 ,1.551 
478 ,-228.377 ,-195.288 ,1.600 ,1.498 
479 ,-416.134 ,-195.287 ,1.600 ,1.492 
480 ,-238.460 ,-195.047 ,1.600 ,1.493 
481 ,-124.200 ,-194.935 ,1.600 ,1.560 
482 ,-436.287 ,-194.692 ,1.600 ,1.486 
483 ,-203.581 ,-194.632 ,1.600 ,1.504 
484 ,-67.611 ,-194.529 ,1.600 ,1.572 
485 ,-476.700 ,-194.260 ,1.600 ,1.484 
486 ,-249.506 ,-194.110 ,1.600 ,1.490 
